id	ibge	localidade	valor	label
1	3500105	Adamantina	34.94	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 34,94
2	3500204	Adolfo	6.36	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 6,36
3	3500303	Aguaí	20.81	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 20,81
4	3500402	Águas da Prata	29.97	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 29,97
5	3500501	Águas de Lindóia	47.27	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 47,27
6	3500600	Águas de São Pedro	39.00	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 39,00
7	3500709	Agudos	9.92	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 9,92
8	3500808	Alfredo Marcondes	6.85	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 6,85
9	3500907	Altair	8.06	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 8,06
10	3501004	Altinópolis	14.74	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 14,74
11	3501103	Alto Alegre	8.87	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 8,87
12	3501202	Álvares Florence	7.06	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 7,06
13	3501301	Álvares Machado		Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): ...
14	3501400	Álvaro de Carvalho	3.52	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 3,52
15	3501509	Alvinlândia	4.65	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 4,65
16	3501608	Americana	40.44	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 40,44
17	3501707	Américo Brasiliense	19.85	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 19,85
18	3501806	Américo de Campos	22.34	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 22,34
19	3501905	Amparo	31.99	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 31,99
20	3502002	Analândia	16.33	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 16,33
21	3502101	Andradina	27.94	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 27,94
22	3502200	Angatuba	9.34	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 9,34
23	3502309	Anhembi	11.98	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 11,98
24	3502408	Anhumas	4.43	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 4,43
25	3502507	Aparecida	32.13	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 32,13
26	3502606	Aparecida d'Oeste	13.26	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 13,26
27	3502705	Apiaí	13.84	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 13,84
28	3502804	Araçatuba	41.58	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 41,58
29	3502903	Araçoiaba da Serra	32.52	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 32,52
30	3503000	Aramina	12.11	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 12,11
31	3503109	Arandu	19.36	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 19,36
32	3503208	Araraquara	37.88	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 37,88
33	3503307	Araras	34.62	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 34,62
34	3503406	Arealva	10.48	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 10,48
35	3503505	Areias	9.81	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 9,81
36	3503604	Areiópolis	5.87	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 5,87
37	3503703	Ariranha	8.11	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 8,11
38	3503802	Artur Nogueira	31.81	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 31,81
39	3503901	Arujá	36.26	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 36,26
40	3504008	Assis	33.25	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 33,25
41	3504107	Atibaia	48.29	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 48,29
42	3504206	Auriflama	13.66	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 13,66
43	3504305	Avaí	8.07	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 8,07
44	3504404	Avanhandava	12.70	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 12,70
645	3554755	Trabiju	4.44	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 4,44
45	3504503	Avaré	32.29	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 32,29
46	3504602	Bady Bassitt	23.12	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 23,12
47	3504701	Balbinos	3.09	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 3,09
48	3504800	Bálsamo	12.65	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 12,65
49	3504909	Bananal	9.83	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 9,83
50	3505005	Barão de Antonina	6.45	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 6,45
51	3505104	Barbosa	13.23	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 13,23
52	3505203	Bariri	22.56	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 22,56
53	3505302	Barra Bonita	21.20	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 21,20
54	3505401	Barra do Turvo	16.42	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 16,42
55	3505500	Barretos	42.66	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 42,66
56	3505609	Barrinha	8.60	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 8,60
57	3505708	Barueri	37.99	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 37,99
58	3505807	Bastos	10.81	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 10,81
59	3505906	Batatais	23.09	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 23,09
60	3506003	Bauru	47.97	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 47,97
61	3506102	Bebedouro	18.45	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 18,45
62	3506201	Bento de Abreu	9.20	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 9,20
63	3506300	Bernardino de Campos	11.87	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 11,87
64	3506409	Bilac	24.23	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 24,23
65	3506508	Birigui	46.33	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 46,33
66	3506607	Biritiba Mirim	11.33	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 11,33
67	3506706	Boa Esperança do Sul		Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): ...
68	3506805	Bocaina	14.14	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 14,14
69	3506904	Bofete	17.71	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 17,71
70	3507001	Boituva	27.52	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 27,52
71	3507100	Bom Jesus dos Perdões	32.31	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 32,31
72	3507209	Borá	5.79	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 5,79
73	3507308	Boracéia	5.55	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 5,55
74	3507407	Borborema	19.35	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 19,35
75	3507506	Botucatu	24.16	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 24,16
76	3507605	Bragança Paulista	36.45	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 36,45
77	3507704	Braúna	13.23	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 13,23
78	3507803	Brodowski	24.84	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 24,84
79	3507902	Brotas	30.58	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 30,58
80	3508009	Buri	10.80	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 10,80
81	3508108	Buritama	12.72	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 12,72
82	3508207	Buritizal	8.16	Participação da Receita Municipal Própria no Total da Receita Municipal (Em %): 8,16
