id	ibge	localidade	valor	label
1	3500105	Adamantina	60.34	% da Receita própria em relação a Receita Total: 60,34
2	3500204	Adolfo	5.86	% da Receita própria em relação a Receita Total: 5,86
3	3500303	Aguaí	25.28	% da Receita própria em relação a Receita Total: 25,28
4	3500402	Águas da Prata	28.77	% da Receita própria em relação a Receita Total: 28,77
5	3500501	Águas de Lindóia	47.10	% da Receita própria em relação a Receita Total: 47,10
6	3500600	Águas de São Pedro	40.26	% da Receita própria em relação a Receita Total: 40,26
7	3500709	Agudos	10.20	% da Receita própria em relação a Receita Total: 10,20
8	3500808	Alfredo Marcondes	7.96	% da Receita própria em relação a Receita Total: 7,96
9	3500907	Altair	10.59	% da Receita própria em relação a Receita Total: 10,59
10	3501004	Altinópolis	17.63	% da Receita própria em relação a Receita Total: 17,63
11	3501103	Alto Alegre	12.25	% da Receita própria em relação a Receita Total: 12,25
12	3501202	Álvares Florence	9.08	% da Receita própria em relação a Receita Total: 9,08
13	3501301	Álvares Machado	18.13	% da Receita própria em relação a Receita Total: 18,13
14	3501400	Álvaro de Carvalho	10.96	% da Receita própria em relação a Receita Total: 10,96
15	3501509	Alvinlândia	5.25	% da Receita própria em relação a Receita Total: 5,25
16	3501608	Americana	42.49	% da Receita própria em relação a Receita Total: 42,49
17	3501707	Américo Brasiliense	22.03	% da Receita própria em relação a Receita Total: 22,03
18	3501806	Américo de Campos	12.91	% da Receita própria em relação a Receita Total: 12,91
19	3501905	Amparo	34.52	% da Receita própria em relação a Receita Total: 34,52
20	3502002	Analândia	14.60	% da Receita própria em relação a Receita Total: 14,60
21	3502101	Andradina	30.84	% da Receita própria em relação a Receita Total: 30,84
22	3502200	Angatuba	11.82	% da Receita própria em relação a Receita Total: 11,82
23	3502309	Anhembi	14.04	% da Receita própria em relação a Receita Total: 14,04
24	3502408	Anhumas	5.30	% da Receita própria em relação a Receita Total: 5,30
25	3502507	Aparecida	36.32	% da Receita própria em relação a Receita Total: 36,32
26	3502606	Aparecida d'Oeste	11.93	% da Receita própria em relação a Receita Total: 11,93
27	3502705	Apiaí	12.52	% da Receita própria em relação a Receita Total: 12,52
28	3502804	Araçatuba	42.19	% da Receita própria em relação a Receita Total: 42,19
29	3502903	Araçoiaba da Serra	30.45	% da Receita própria em relação a Receita Total: 30,45
30	3503000	Aramina	17.98	% da Receita própria em relação a Receita Total: 17,98
31	3503109	Arandu	22.59	% da Receita própria em relação a Receita Total: 22,59
32	3503208	Araraquara	41.62	% da Receita própria em relação a Receita Total: 41,62
33	3503307	Araras	44.71	% da Receita própria em relação a Receita Total: 44,71
34	3503406	Arealva	12.71	% da Receita própria em relação a Receita Total: 12,71
35	3503505	Areias	9.49	% da Receita própria em relação a Receita Total: 9,49
36	3503604	Areiópolis	5.44	% da Receita própria em relação a Receita Total: 5,44
37	3503703	Ariranha	10.50	% da Receita própria em relação a Receita Total: 10,50
38	3503802	Artur Nogueira	37.08	% da Receita própria em relação a Receita Total: 37,08
39	3503901	Arujá	34.04	% da Receita própria em relação a Receita Total: 34,04
40	3504008	Assis	41.97	% da Receita própria em relação a Receita Total: 41,97
41	3504107	Atibaia	51.37	% da Receita própria em relação a Receita Total: 51,37
42	3504206	Auriflama	20.11	% da Receita própria em relação a Receita Total: 20,11
43	3504305	Avaí	11.07	% da Receita própria em relação a Receita Total: 11,07
44	3504404	Avanhandava	14.56	% da Receita própria em relação a Receita Total: 14,56
645	3554755	Trabiju	6.16	% da Receita própria em relação a Receita Total: 6,16
45	3504503	Avaré	33.98	% da Receita própria em relação a Receita Total: 33,98
46	3504602	Bady Bassitt	22.73	% da Receita própria em relação a Receita Total: 22,73
47	3504701	Balbinos	2.74	% da Receita própria em relação a Receita Total: 2,74
48	3504800	Bálsamo	14.08	% da Receita própria em relação a Receita Total: 14,08
49	3504909	Bananal	13.44	% da Receita própria em relação a Receita Total: 13,44
50	3505005	Barão de Antonina	5.74	% da Receita própria em relação a Receita Total: 5,74
51	3505104	Barbosa	13.77	% da Receita própria em relação a Receita Total: 13,77
52	3505203	Bariri	18.44	% da Receita própria em relação a Receita Total: 18,44
53	3505302	Barra Bonita	21.50	% da Receita própria em relação a Receita Total: 21,50
54	3505401	Barra do Turvo	12.37	% da Receita própria em relação a Receita Total: 12,37
55	3505500	Barretos	48.68	% da Receita própria em relação a Receita Total: 48,68
56	3505609	Barrinha	12.68	% da Receita própria em relação a Receita Total: 12,68
57	3505708	Barueri	39.99	% da Receita própria em relação a Receita Total: 39,99
