id	ibge	localidade	valor	label
681	681	Região Metropolitana de São Paulo	421445	Famílias Beneficiárias do Programa Bolsa Família (PBF): 421.445
682	682	Região Administrativa de Registro	16698	Famílias Beneficiárias do Programa Bolsa Família (PBF): 16.698
683	683	Região Administrativa de Santos	41769	Famílias Beneficiárias do Programa Bolsa Família (PBF): 41.769
684	684	Região Administrativa de São José dos Campos	61486	Famílias Beneficiárias do Programa Bolsa Família (PBF): 61.486
685	685	Região Administrativa de Sorocaba	88954	Famílias Beneficiárias do Programa Bolsa Família (PBF): 88.954
686	686	Região Administrativa de Campinas	120902	Famílias Beneficiárias do Programa Bolsa Família (PBF): 120.902
687	687	Região Administrativa de Ribeirão Preto	24209	Famílias Beneficiárias do Programa Bolsa Família (PBF): 24.209
688	688	Região Administrativa de Bauru	25070	Famílias Beneficiárias do Programa Bolsa Família (PBF): 25.070
689	689	Região Administrativa de São José do Rio Preto	36120	Famílias Beneficiárias do Programa Bolsa Família (PBF): 36.120
690	690	Região Administrativa de Araçatuba	23013	Famílias Beneficiárias do Programa Bolsa Família (PBF): 23.013
691	691	Região Administrativa de Presidente Prudente	32373	Famílias Beneficiárias do Programa Bolsa Família (PBF): 32.373
692	692	Região Administrativa de Marília	29720	Famílias Beneficiárias do Programa Bolsa Família (PBF): 29.720
693	693	Região Administrativa Central	21043	Famílias Beneficiárias do Programa Bolsa Família (PBF): 21.043
694	694	Região Administrativa de Barretos	13250	Famílias Beneficiárias do Programa Bolsa Família (PBF): 13.250
695	695	Região Administrativa de Franca	18751	Famílias Beneficiárias do Programa Bolsa Família (PBF): 18.751
