id	ibge	localidade	valor	label
681	681	Região Metropolitana de São Paulo	983	Matrículas no EJA no Ensino Fundamental integradas ao ensino profissionalizante: 983
682	682	Região Administrativa de Registro	-	Matrículas no EJA no Ensino Fundamental integradas ao ensino profissionalizante: -
683	683	Região Administrativa de Santos	516	Matrículas no EJA no Ensino Fundamental integradas ao ensino profissionalizante: 516
684	684	Região Administrativa de São José dos Campos	-	Matrículas no EJA no Ensino Fundamental integradas ao ensino profissionalizante: -
685	685	Região Administrativa de Sorocaba	134	Matrículas no EJA no Ensino Fundamental integradas ao ensino profissionalizante: 134
686	686	Região Administrativa de Campinas	591	Matrículas no EJA no Ensino Fundamental integradas ao ensino profissionalizante: 591
687	687	Região Administrativa de Ribeirão Preto	179	Matrículas no EJA no Ensino Fundamental integradas ao ensino profissionalizante: 179
688	688	Região Administrativa de Bauru	-	Matrículas no EJA no Ensino Fundamental integradas ao ensino profissionalizante: -
689	689	Região Administrativa de São José do Rio Preto	197	Matrículas no EJA no Ensino Fundamental integradas ao ensino profissionalizante: 197
690	690	Região Administrativa de Araçatuba	135	Matrículas no EJA no Ensino Fundamental integradas ao ensino profissionalizante: 135
691	691	Região Administrativa de Presidente Prudente	136	Matrículas no EJA no Ensino Fundamental integradas ao ensino profissionalizante: 136
692	692	Região Administrativa de Marília	199	Matrículas no EJA no Ensino Fundamental integradas ao ensino profissionalizante: 199
693	693	Região Administrativa Central	187	Matrículas no EJA no Ensino Fundamental integradas ao ensino profissionalizante: 187
694	694	Região Administrativa de Barretos	175	Matrículas no EJA no Ensino Fundamental integradas ao ensino profissionalizante: 175
695	695	Região Administrativa de Franca	-	Matrículas no EJA no Ensino Fundamental integradas ao ensino profissionalizante: -
