id	ibge	localidade	valor	label
1	3500105	Adamantina	1337	Famílias Beneficiárias do Programa Bolsa Família (PBF): 1.337
2	3500204	Adolfo	148	Famílias Beneficiárias do Programa Bolsa Família (PBF): 148
3	3500303	Aguaí	1116	Famílias Beneficiárias do Programa Bolsa Família (PBF): 1.116
4	3500402	Águas da Prata	260	Famílias Beneficiárias do Programa Bolsa Família (PBF): 260
5	3500501	Águas de Lindóia	406	Famílias Beneficiárias do Programa Bolsa Família (PBF): 406
459	3500550	Águas de Santa Bárbara	226	Famílias Beneficiárias do Programa Bolsa Família (PBF): 226
6	3500600	Águas de São Pedro	13	Famílias Beneficiárias do Programa Bolsa Família (PBF): 13
7	3500709	Agudos	1273	Famílias Beneficiárias do Programa Bolsa Família (PBF): 1.273
573	3500758	Alambari	155	Famílias Beneficiárias do Programa Bolsa Família (PBF): 155
8	3500808	Alfredo Marcondes	204	Famílias Beneficiárias do Programa Bolsa Família (PBF): 204
9	3500907	Altair	194	Famílias Beneficiárias do Programa Bolsa Família (PBF): 194
10	3501004	Altinópolis	586	Famílias Beneficiárias do Programa Bolsa Família (PBF): 586
11	3501103	Alto Alegre	152	Famílias Beneficiárias do Programa Bolsa Família (PBF): 152
574	3501152	Alumínio	459	Famílias Beneficiárias do Programa Bolsa Família (PBF): 459
12	3501202	Álvares Florence	197	Famílias Beneficiárias do Programa Bolsa Família (PBF): 197
13	3501301	Álvares Machado	1310	Famílias Beneficiárias do Programa Bolsa Família (PBF): 1.310
14	3501400	Álvaro de Carvalho	186	Famílias Beneficiárias do Programa Bolsa Família (PBF): 186
15	3501509	Alvinlândia	163	Famílias Beneficiárias do Programa Bolsa Família (PBF): 163
16	3501608	Americana	2239	Famílias Beneficiárias do Programa Bolsa Família (PBF): 2.239
17	3501707	Américo Brasiliense	894	Famílias Beneficiárias do Programa Bolsa Família (PBF): 894
18	3501806	Américo de Campos	461	Famílias Beneficiárias do Programa Bolsa Família (PBF): 461
19	3501905	Amparo	1178	Famílias Beneficiárias do Programa Bolsa Família (PBF): 1.178
20	3502002	Analândia	76	Famílias Beneficiárias do Programa Bolsa Família (PBF): 76
