id	ibge	localidade	valor	label
1	3500105	Adamantina	-	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): -
2	3500204	Adolfo	1.8	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): 1,8
3	3500303	Aguaí	-	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): -
4	3500402	Águas da Prata	-	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): -
5	3500501	Águas de Lindóia	4.4	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): 4,4
6	3500600	Águas de São Pedro	-	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): -
7	3500709	Agudos	-	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): -
8	3500808	Alfredo Marcondes	-	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): -
9	3500907	Altair	-	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): -
10	3501004	Altinópolis	1.0	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): 1,0
11	3501103	Alto Alegre	-	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): -
12	3501202	Álvares Florence	-	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): -
13	3501301	Álvares Machado	-	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): -
14	3501400	Álvaro de Carvalho	-	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): -
15	3501509	Alvinlândia	-	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): -
16	3501608	Americana	1.0	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): 1,0
17	3501707	Américo Brasiliense	-	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): -
18	3501806	Américo de Campos	-	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): -
19	3501905	Amparo	-	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): -
20	3502002	Analândia	-	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): -
21	3502101	Andradina	-	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): -
22	3502200	Angatuba	3.0	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): 3,0
23	3502309	Anhembi	1.0	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): 1,0
24	3502408	Anhumas	-	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): -
25	3502507	Aparecida	0.7	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): 0,7
26	3502606	Aparecida d'Oeste	-	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): -
27	3502705	Apiaí	-	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): -
28	3502804	Araçatuba	-	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): -
29	3502903	Araçoiaba da Serra	-	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): -
30	3503000	Aramina	-	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): -
31	3503109	Arandu	-	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): -
32	3503208	Araraquara	0.1	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): 0,1
33	3503307	Araras	5.2	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): 5,2
34	3503406	Arealva	-	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): -
35	3503505	Areias	9.5	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): 9,5
36	3503604	Areiópolis	8.9	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): 8,9
37	3503703	Ariranha	-	Taxa de Abandono do Ensino Fundamental – Anos Finais – Rede Municipal (Em %): -
