id	ibge	localidade	valor	label
681	681	Região Metropolitana de São Paulo	73.49	Mães que Tiveram Sete e Mais Consultas de Pré-Natal: 73,49
682	682	Região Administrativa de Registro	60.02	Mães que Tiveram Sete e Mais Consultas de Pré-Natal: 60,02
683	683	Região Administrativa de Santos	74.88	Mães que Tiveram Sete e Mais Consultas de Pré-Natal: 74,88
684	684	Região Administrativa de São José dos Campos	77.88	Mães que Tiveram Sete e Mais Consultas de Pré-Natal: 77,88
685	685	Região Administrativa de Sorocaba	82.27	Mães que Tiveram Sete e Mais Consultas de Pré-Natal: 82,27
686	686	Região Administrativa de Campinas	80.72	Mães que Tiveram Sete e Mais Consultas de Pré-Natal: 80,72
687	687	Região Administrativa de Ribeirão Preto	75.12	Mães que Tiveram Sete e Mais Consultas de Pré-Natal: 75,12
688	688	Região Administrativa de Bauru	79.19	Mães que Tiveram Sete e Mais Consultas de Pré-Natal: 79,19
689	689	Região Administrativa de São José do Rio Preto	85.51	Mães que Tiveram Sete e Mais Consultas de Pré-Natal: 85,51
690	690	Região Administrativa de Araçatuba	84.41	Mães que Tiveram Sete e Mais Consultas de Pré-Natal: 84,41
691	691	Região Administrativa de Presidente Prudente	79.23	Mães que Tiveram Sete e Mais Consultas de Pré-Natal: 79,23
692	692	Região Administrativa de Marília	84.36	Mães que Tiveram Sete e Mais Consultas de Pré-Natal: 84,36
693	693	Região Administrativa Central	83.43	Mães que Tiveram Sete e Mais Consultas de Pré-Natal: 83,43
694	694	Região Administrativa de Barretos	82.34	Mães que Tiveram Sete e Mais Consultas de Pré-Natal: 82,34
695	695	Região Administrativa de Franca	77.27	Mães que Tiveram Sete e Mais Consultas de Pré-Natal: 77,27
